x1,x2
385,725
872,783
709,1398
1323,632
650,870
1145,165
803,709
1108,749
916,1035
944,785
804,905
1101,1085
578,1631
730,781
684,1151
1015,1347
796,551
1360,878
991,1392
1126,957
1158,973
603,1044
974,1199
1051,780
895,1108
624,786
1316,1099
1397,869
893,1378
461,914
815,1069
638,1115
905,796
631,1171
594,951
709,1283
1150,959
1506,875
404,938
990,837
1045,1026
785,1010
948,1376
1073,1486
542,1473
1598,822
1221,765
957,1033
945,1293
1110,1120
1107,965
761,1146
851,1172
963,700
726,589
1175,918
968,1327
809,541
785,1091
1623,1001
753,887
809,680
611,901
1639,882
1521,87
1150,1179
764,1219
670,814
316,351
383,1143
367,1449
559,460
635,1318
950,848
1052,1419
1133,810
920,1120
1070,1004
1660,772
1478,504
1241,955
785,1281
1352,1510
943,663
699,1086
721,943
417,621
1415,1589
577,1312
1274,1150
703,632
853,603
1161,905
839,1422
1198,1097
993,913
1301,984
1040,671
134,1354
942,792
1031,773
1476,985
1173,1090
1125,1017
806,1558
1278,648
964,879
791,1488
1066,661
1239,989
349,549
1270,1595
1192,1105
1410,1210
1001,1260
1302,532
825,873
666,1233
899,1444
898,471
1217,541
977,1214
1225,921
1250,1156
476,1536
996,895
1322,1314
685,1849
1147,790
1435,1008
656,1399
779,1894
983,1238
781,1057
862,704
1576,1489
1260,728
998,788
824,1244
1177,1177
386,882
730,1309
1133,580
724,958
1062,1163
911,1051
1061,681
741,1107
744,856
965,327
1457,860
1195,797
981,564
1070,1332
1026,1115
1467,630
1193,595
904,902
607,1048
1361,834
602,959
1104,736
678,1383
1021,981
586,1531
1131,1310
1407,930
855,990
916,872
901,854
1200,740
1596,1075
589,1303
1146,349
705,1271
1118,654
1167,1451
1218,1232
1032,984
910,994
797,1628
1145,1397
719,1068
660,1023
878,756
1059,562
1088,1032
1005,1175
1046,1268
611,646
1086,991
990,1053
1157,866
889,1360
1426,1001
1545,878
541,952
539,664
917,1509
858,1011
931,637
1108,1057
1199,1529
1419,1364
699,1141
1067,491
1060,692
826,897
848,1048
965,480
790,705
1440,1012
1067,1059
892,894
752,689
888,1661
1276,711
1149,810
1511,974
1102,629
599,1175
1242,641
709,1435
944,1099
1097,1321
1172,893
505,908
1632,1081
1152,444
1192,602
859,1209
1083,375
1165,801
315,1021
778,1100
875,1230
937,799
1106,697
1055,1031
1654,963
915,1388
860,1165
1147,1237
793,1318
860,1303
847,1304
814,1331
854,1402
700,1311
774,1286
786,1288
785,1282
832,1377
760,1328
811,1332
783,1279
823,1310
733,1276
772,1278
801,1365
820,1354
805,1298
807,1288
752,1346
702,1345
780,1441
807,1351
834,1249
836,1315
810,1327
805,1368
812,1242
845,1305
747,1325
782,1286
760,1364
797,1303
780,1264
830,1397
838,1323
822,1309
780,1269
745,1305
870,1298
771,1325
702,1305
867,1209
813,1409
761,1246
860,1296
821,1265
789,1318
771,1286
879,1300
810,1289
843,1318
784,1216
834,1387
714,1342
807,1260
834,1290
791,1238
765,1317
776,1335
780,1303
789,1315
709,1237
833,1326
718,1266
800,1243
833,1409
814,1306
785,1343
798,1387
842,1266
827,1265
772,1326
798,1274
842,1312
805,1287
863,1325
769,1299
791,1308
741,1335
741,1190
755,1299
704,1363
744,1296
753,1287
783,1332
773,1350
796,1209
796,1317
823,1248
738,1220
792,1219
813,1347
762,1342
768,1279
816,1346
774,1257
784,1296
711,1271
752,1319
793,1327
806,1332
752,1343
824,1170
796,1264
755,1323
819,1286
789,1200
805,1348
789,1290
794,1266
829,1262
695,1296
727,1261
810,1266
848,1322
704,1239
784,1294
777,1327
822,1248
802,1269
824,1251
765,1268
823,1281
766,1296
751,1295
826,1223
918,1270
788,1245
667,1246
803,1341
912,1284
872,1257
803,1290
792,1305
714,1238
755,1273
796,1425
845,1361
810,1275
956,1241
843,1313
820,1274
835,1318
764,1302
754,1191
854,1336
770,1318
856,1359
845,1326
804,1271
812,1307
761,1387
777,1349
744,1309
815,1356
826,1268
751,1264
818,1224
832,1328
853,1318
773,1227
752,1305
868,1308
792,1274
795,1279
840,1289
776,1287
897,1246
768,1236
808,1291
843,1264
847,1318
814,1341
799,1268
741,1261
806,1302
869,1414
790,1323
860,1329
792,1238
822,1355
795,1439
832,1219
855,1294
842,1268
646,1391
734,1299
795,1341
824,1374
702,1216
730,1269
783,1296
836,1252
843,1333
880,1252
902,1322
788,1288
872,1289
781,1409
733,1367
855,1289
754,1272
805,1324
824,1257
720,1366
841,1351
794,1296
765,1320
737,1263
750,1281
723,1211
759,1352
817,1289
790,1278
788,1289
864,1261
815,1217
879,1273
827,1242
740,1317
882,1295
803,1298
767,1282
738,1253
752,1272
778,1322
859,1365
807,1208
760,1389
791,1348
856,1402
799,1268
743,1240
869,1254
725,1225
821,1191
795,1272
761,1266
839,1325
804,1287
769,1394
820,1289
807,1254
784,1330
802,1314
836,1305
794,1305
806,1236
837,1315
838,1258
795,1249
840,1237
665,1356
770,1265
817,1150
830,1324
738,1301
820,1319
828,1260
775,1361
714,1284
695,1259
772,1385
761,1239
792,1248
774,1245
765,1267
841,1413
825,1232
768,1259
757,1304
796,1281
809,1292
869,1330
826,1369
866,1312
773,1314
784,1266
843,1239
876,1251
786,1448
848,1335
827,1336
886,1277
775,1366
797,1334
789,1258
757,1324
753,1319
796,1335
890,1318
786,1288
917,1306
792,1182
859,1287
855,1202
872,1320
814,1351
759,1295
694,1341
861,1281
800,1333
824,1199
845,1223
772,1323
763,1306
748,1323
765,1251
769,1342
818,1342
880,1218
762,1312
800,1219
804,1202
795,1336
776,1290
892,1356
737,1244
899,1314
729,1270
763,1258
801,1262
778,1404
823,1260
681,1370
775,1275
782,1216
781,1241
781,1223
797,1251
819,1236
732,1368
822,1275
877,1265
859,1307
783,1307
785,1314
739,1378
829,1258
845,1262
720,1357
814,1392
879,1276
788,1354
836,1280
819,1308
731,1223
729,1218
777,1333
821,1269
858,1169
779,1310
784,1335
738,1283
788,1327
783,1344
801,1237
755,1387
795,1354
749,1254
834,1341
791,1284
799,1345
813,1311
774,1334
824,1314
794,1300
884,1299
832,1253
884,1375
804,1328
744,1338
748,1218
787,1316
951,1263
826,1263
776,1361
863,1333
752,1298
861,1263
823,1272
891,1282
777,1310
762,1313
765,1231
876,1288
872,1373
809,1297
859,1184
844,1288
811,1239
758,1221
804,1323
798,1355
787,1345
796,1313
789,1298
827,1330
821,1210
736,1288
757,1341
811,1226
902,1240
806,1393
831,1300
791,1338
816,1331
757,1275
763,1365
769,1297
779,1310
785,1290
808,1355
816,1211
835,1356
794,1280
790,1270
729,1328
784,1415
825,1412
856,1276
818,1250
744,1371
805,1290
777,1315
896,1351
796,1210
759,1336
806,1350
838,1237
882,1199
811,1268
734,1291
851,1272
765,1350
793,1372
849,1311
743,1249
836,1289
796,1230
774,1331
803,1249
827,1302
824,1315
890,1322
837,1304
765,1337
822,1304
784,1254
866,1305
834,1340
808,1269
674,1284
843,1269
839,1344
761,1379
786,1281
838,1271
843,1330
907,1330
767,1375
806,1297
827,1342
846,1359
708,1325
766,1257
836,1214
730,1264
811,1242
709,1281
740,1270
776,1248
872,1378
863,1265
828,1378
770,1271
730,1316
749,1270
772,1258
826,1287
766,1320
800,1256
801,1261
877,1312
783,1301
879,1248
845,1175
766,1216
792,1270
810,1284
766,1201
816,1265
799,1314
758,1205
803,1389
763,1311
763,1322
759,1211
2153,1468
2159,1484
1903,1454
2090,1507
1742,1373
2125,1501
1845,1365
1811,1505
1940,1744
1959,1877
1759,1448
1975,1462
2243,1444
1896,1485
2181,1504
1924,1768
2146,1509
1563,1570
2150,1492
1986,1397
1705,1448
1969,1492
2073,1555
2169,1706
1770,1447
2089,1513
1797,1593
1968,1469
2015,1481
2059,1358
2008,1236
2238,1578
2066,1672
2443,1687
1966,1415
1875,1632
1918,1495
1899,1349
1845,1499
1806,1522
1827,1478
2172,1360
2011,1588
1915,1120
2167,1443
1837,1572
2008,1321
2130,1617
2099,1530
2237,1554
1923,1698
1870,1435
1970,1539
1949,1501
1996,1463
2112,1873
2178,1382
1863,1535
1989,1470
1943,1457
2207,1407
1915,1497
2213,1442
1922,1400
2111,1424
1923,1591
1902,1525
2092,1502
2257,1520
2108,1729
1985,1365
1714,1463
2049,1379
2106,1173
2163,1711
2023,1559
2176,1568
1715,1630
2031,1693
1922,1643
1864,1620
2078,1352
2132,1647
2349,1550
2091,1787
1855,1404
1735,1463
2075,1493
2104,1641
1708,1825
2086,1669
2111,1404
1981,1528
2041,1490
1855,1407
1980,1570
2062,1824
1858,1465
1885,1436
2141,1573
2201,1299
1797,1559
1945,1139
1902,1560
2094,1408
2242,1453
1762,1583
1909,1613
1990,1578
1847,1436
1977,1317
1812,1775
1915,1550
1958,1603
1994,1635
1934,1594
1893,1783
2113,1658
1907,1557
2096,1820
2207,1560
1937,1616
2049,1556
1899,1549
1994,1530
2047,1555
2151,1402
2217,1508
2185,1503
1998,1547
1860,1368
1950,1257
1833,1581
1904,1367
1889,1580
2197,1275
1835,1248
1896,1407
2053,1639
1925,1395
2062,1566
2165,1424
2088,1315
1895,1526
2042,1451
1984,1584
2084,1640
2024,1638
1975,1565
1880,1577
1875,1382
1849,1501
2044,1454
2038,1318
2160,1475
1855,1462
1876,1549
2120,1322
1982,1651
1920,1349
2160,1437
1928,1691
2229,1487
1913,1628
1959,1886
1956,1382
1991,1147
1966,1651
1819,1474
1910,1513
1996,1450
2021,1469
1817,1399
1909,1460
1974,1406
2034,1412
2299,1573
2107,1413
1708,1407
1867,1455
1786,1399
2094,1542
2007,1527
1940,1382
2047,1332
2169,1496
2021,1369
2045,1584
2001,1753
1862,1558
2087,1349
2026,1361
2023,1724
2036,1604
2036,1504
1691,1328
2051,1542
2134,1360
2206,1295
1983,1451
1973,1540
2048,1578
2179,1696
2319,1828
1966,1475
2095,1675
1969,1444
2080,1651
1863,1770
1937,1572
1902,1719
2092,1648
1960,1550
2042,1554
2240,1692
1828,1371
1906,1303
1927,1390
1941,1808
1969,1597
1933,1360
2094,1487
1941,1249
1915,1528
1890,1603
2050,1595
1930,1505
1952,1551
1924,1387
1764,1566
1997,1350
1882,1574
1684,1306
1769,1662
1706,1613
1811,1551
2034,1642
1623,1591
1837,1509
2043,1441
2172,1613
2047,1555
2109,1715
2144,1465
2173,1613
1964,1489
2054,1296
2086,1335
2198,1218
1883,1555
2181,1562
1962,1779
1914,1075
2239,1411
2052,1389
2049,1728
1599,1343
1922,1524
2179,1500
2054,1475
1949,1483
2009,1578
2258,1377
2058,1268
2017,1485
2086,1811
2374,1190
1840,1547
2200,1605
1918,1376
2267,1656
2101,1550
1796,1486
2008,1342
2264,1692
1968,1657
2066,1336
2160,1418
2019,1353
1821,1536
2148,1627
1930,1579
2018,1480
2154,1184
2044,1638
2060,1734
2146,1698
1918,1330
2111,1289
1842,1688
1942,1451
1803,1706
1852,1297
1855,1470
2324,1483
2292,1443
2165,1594
1866,1680
2171,1497
1986,1506
2180,1354
2036,1184
1899,1510
2065,1681
2022,1373
2153,1525
1772,1322
1976,1542
1846,1487
1805,1539
2307,1556
2054,1699
1806,1492
1958,1668
1993,1284
1974,1540
2075,1741
2261,1386
2039,1255
1988,1781
2129,1362
1964,1680
2152,1372
2016,1581
1898,1621
1955,1324
1942,1198
2008,1621
1977,1490
2028,1605
2225,1587
2078,1518
1980,1549
1643,1414
2153,1454
2035,1434
2273,1316
1901,1612
2079,1501
2022,1477
1726,1353
2017,1576
1888,1318
1969,1497
2027,1622
1960,1565
2231,1219
2130,1613
1896,1488
1772,1665
2195,1565
2147,1375
1750,1603
2075,1714
2053,1592
1840,1392
2131,1321
1731,1817
2129,1655
2239,1369
1802,1404
1918,1573
1803,1316
2145,1330
2091,1587
2049,1572
1789,1346
1836,1448
2116,1215
1807,1221
1863,1825
2010,1812
1919,1772
2093,1730
2176,1599
1978,1517
1922,1662
1994,1290
2289,1383
1744,1661
1912,1526
1968,1574
2004,1409
1886,1496
2210,1360
1993,1638
2322,1335
2125,1495
2147,1589
2025,1244
1862,1328
1925,1684
2045,1581
1858,1459
1983,1279
1961,1339
1674,1481
2030,1364
1811,1386
1964,1435
2048,1729
1780,1453
2011,1277
2211,1823
1954,1507
1981,1944
2028,1277
2008,1425
2258,1772
2006,1524
2073,1397
1726,1688
1711,1559
1977,1323
1957,1490
1996,1393
2077,1485
1927,1388
2051,1258
1811,1724
1951,1316
2036,1460
2152,1436
2161,1628
1905,1594
1957,1714
1936,1585
1845,1612
1770,1453
2042,1521
1958,1767
1804,1443
2094,1717
1824,1444
1853,1347
1864,1307
1807,1654
1934,1357
2004,1654
1947,1529
1848,1169
2026,1395
2049,1661
1774,1399
1986,1480
1950,1365
2143,1541
2004,1398
1793,1213
1998,1413
1887,1789
1815,1565
2033,1414
1868,1392
2183,1518
2165,1560
2201,1324
2016,1491
1947,1496
1943,1660
1984,1361
2033,1298
1877,1728
2197,1369
1782,1603
1807,1323
1947,1531
2071,1665
2217,1741
1834,1373
2053,1251
1868,1394
1857,1683
1848,1643
1809,1607
1959,1379
1738,1606
2272,1645
1685,1788
2175,1584
1937,1525
1786,1695
1852,1356
1934,1658
2048,1725
2008,1373
1849,1617
1900,1579
2133,1572
1789,1577
2151,1430
1972,1575
2138,1432
2112,1764
1838,1493
1942,1740
1943,1786
2095,1525
2005,1528
1985,1225
2064,1398
1968,1263
2110,1495
2226,1511
2195,1235
2000,1360
2026,1669
2022,1368
2241,1536
2141,1603
1848,1464
1941,1348
1784,1456
1942,1218
2241,1308
2094,1607
2009,1332
2062,1456
2132,1780
2092,1749
2022,1474
2046,1397
2368,1485
2111,1548
1867,1532
1775,1290
1971,1677
1974,1774
1792,1381
2026,1514
2164,1416
2001,1606
1935,1400
2182,1300
2065,1509
1942,1877
2024,1170
1915,1663
1629,1807
2023,1394
2329,1516
2055,1491
1705,1396
2098,1576
2058,1399
1737,1496
2106,1507
1743,1501
1949,1789
2083,1434
2064,1735
1835,1557
1826,1443
1717,1531
2101,1471
1768,1935
1849,1555
2050,1230
2222,1556
1928,1662
1877,1486
1863,1647
1860,1389
2035,1587
2113,1496
2288,1682
2224,1403
2046,1291
2067,1235
2039,1619
1702,1302
2278,1338
2119,1654
2100,1683
2137,1584
2101,1384
2015,1521
1764,1620
2241,1600
2051,1604
2103,1228
1980,1372
1902,1495
2286,1630
1858,1508
1782,1421
2255,1152
1969,1456
1811,1342
1994,1475
1771,1413
1640,1865
2174,1186
2168,1601
2066,1274
1934,1580
2033,1533
1939,1197
2000,1596
2109,1492
2120,1417
2469,1622
1950,1442
1987,1565
2111,1377
2091,1480
1981,1493
1878,1590
1731,1442
1642,1375
1958,1284
2083,1468
1757,1737
1910,1229
1937,1628
2047,1566
1769,1404
2062,1514
2068,1735
1901,1499
1836,1776
1965,1233
1958,1392
2082,1315
2031,1451
2138,1289
2214,1438
2072,1449
1883,1589
1822,1550
2110,1603
1919,1780
1933,1399
2164,1619
2093,1450
2255,1639
2071,1428
2005,1660
1836,1357
2257,1509
2035,1483
2115,1198
2169,1610
2072,1382
1976,1631
1927,1500
2072,1383
1962,1563
1931,1717
1782,1497
1955,1411
1874,1553
1773,1254
2207,1669
1729,1717
1878,1282
1766,1458
1852,1640
1606,1341
1885,1319
1614,1462
2005,1302
1950,1487
1835,1435
2137,1700
1872,1352
2012,1855
2114,1562
2014,1476
1700,1683
2088,1490
2044,1225
1797,1310
2008,1630
1878,1363
2007,1578
1899,1382
2268,1647
1918,1565
2278,1365
1930,1357
2080,1371
2094,1389
2246,1297
1871,1367
1901,1481
2050,1433
2272,1387
1938,1590
2215,1492
2080,1465
2111,1736
1829,1684
2219,1334
2140,1731
2237,1423
2068,1366
1866,1531
2020,1378
2016,1620
2041,1459
2081,2054
2035,1445
1952,1601
1753,1513
1858,1818
2440,1331
1910,1700
1959,1719
2096,1449
1764,1347
1749,1666
2062,1586
1995,1544
2067,1471
1864,1638
2188,1332
1926,1420
1908,1628
2049,1353
2045,1447
2068,1604
2283,1407
1939,1379
1958,1357
1985,1443
1969,1374
2186,1501
2184,1633
2154,1475
2175,1797
2273,1581
2124,1337
2040,1531
2095,1133
2089,1605
2067,1748
2181,1803
1915,1739
2169,1505
2162,1541
1977,1182
2079,1479
1934,1211
1915,1368
2039,1727
2147,1480
2160,1490
1895,1426
1984,1465
