x1,x2
3147,5082
5548,6443
5013,4621
4680,5431
4106,4032
4363,2804
5749,6093
6785,4305
4410,5877
4793,5261
2467,5873
4250,5867
5230,5932
4460,3883
5886,5058
6115,4915
5299,6283
5489,5576
6035,4995
4327,3785
4791,5739
2898,7175
5608,4909
5063,5535
6041,3668
4435,6858
4153,6521
4526,5384
5582,5559
5316,6105
5539,6567
5858,5645
7357,6688
4479,6015
4376,3466
4406,5610
5654,6163
4865,5028
5490,5133
3760,4384
6089,3527
4614,2527
5912,3229
5691,4796
5039,5934
4619,5638
6077,5550
4801,4682
4373,5576
4505,4541
6267,4323
4496,5072
4465,3945
4488,3692
4976,4310
4813,5021
4862,4892
4080,4215
4202,5052
5907,5672
6463,6984
5166,3640
5079,4315
2877,2797
6032,5310
6021,3757
6331,4493
6254,5895
4754,4402
6005,5984
4250,4772
3636,4755
6745,7171
4538,5551
4504,4025
4716,5085
4560,4450
4604,4195
5408,3461
3235,6211
4756,5613
4835,5167
5986,4453
5178,6585
5673,2535
5199,5241
5543,8083
6413,3678
5389,5145
4743,4319
5357,5898
5431,5044
4365,5265
3938,5422
5217,4270
4122,6550
5024,6675
5519,4153
4688,3998
3794,7014
6085,6624
6206,4039
5281,6963
6524,3881
6179,3954
4907,4136
4754,6809
5238,3431
4890,5135
5261,5586
5240,5539
3967,5319
5001,6380
6003,5170
5282,6103
5881,5802
5983,6221
5028,5896
3750,4931
6111,3635
5449,3970
5949,4747
5411,5020
5215,6773
4860,4193
4931,3212
3410,3993
5805,5405
5839,6714
4071,4227
2571,3982
5088,5187
5159,5669
3120,5020
4877,6564
5498,5119
5835,4534
5513,5059
5881,5101
5663,2475
4066,5285
4033,7168
4663,4847
4920,7506
5109,5686
4731,6219
6430,5677
5099,5114
5701,5631
4554,5043
5316,4104
4721,5676
5341,5989
3785,5435
6292,6817
4835,4595
4195,5449
6427,6742
5560,4677
6887,4004
6699,3844
4422,6215
3947,4436
5584,6045
3933,5059
3896,6031
7338,5011
4880,3578
5386,6973
3846,3863
4778,5579
5825,6164
6015,6882
4428,5054
4179,6616
4121,4592
5629,5451
4354,4681
4104,5255
4836,4556
6360,3924
4545,4387
4151,5171
4297,5001
4521,4341
4592,7055
5452,4246
4796,2877
5741,4900
4581,4567
6369,4758
5385,5329
4339,5162
6351,5187
5485,3722
3900,5281
5609,4021
2911,5806
6448,5962
4784,5459
6748,3936
6514,5503
3715,3514
5530,4330
3003,3887
6015,4491
6130,4390
5507,5175
6297,3179
4722,5400
4321,6594
4390,2738
7994,3141
2554,4777
4349,7401
5056,2852
4325,4835
7184,4591
5103,5243
5613,2585
4353,2468
4926,5639
5405,3948
4635,4887
7646,5452
2126,4997
3360,4203
5238,3081
4042,4751
5054,5731
4589,5202
5985,7323
3820,5090
3948,5987
3718,4936
3352,3845
6354,3842
6436,5079
5352,3768
6503,4576
5307,6080
4829,3846
3546,4866
4838,4988
6135,3941
4262,4034
4899,4733
6796,3477
4472,3840
4338,3658
5770,4217
3691,5219
7346,3880
5173,5926
4689,6473
6397,4911
4141,5233
4196,4688
3309,4467
4384,4212
5097,3829
5652,5113
5500,5885
4637,5358
5635,6188
5104,4975
3462,4633
4679,4415
4840,4461
4754,5067
4985,6963
5172,5599
6009,4553
4752,4760
4514,5304
6346,5030
5260,4236
5303,5877
3390,5323
6329,4574
5642,2596
3859,5495
5204,7109
3452,5138
4672,4072
4895,5375
5434,5021
4254,5006
2883,4419
4803,4368
5066,5313
5606,4157
5040,3460
5362,5242
5225,4126
4388,4626
6956,4842
5022,4497
4064,5499
3992,5447
4623,4758
7190,4132
5639,5122
6947,3977
4710,4194
4072,4183
4476,6313
4774,4304
4538,4045
3882,3656
4644,6438
4834,5394
6272,5208
4406,4753
2887,5056
4643,5300
5533,5068
5048,5098
3825,4394
4694,6646
5175,5139
5643,5594
5960,5213
6074,3257
6316,6294
5118,5534
4639,4176
5409,5770
3719,6290
3742,5438
6596,4772
4958,3882
5943,4478
5121,4143
4319,5724
6461,3495
4999,4934
5872,3911
3663,3525
5893,5988
5486,6952
5251,3954
3318,4749
3454,3580
5117,5784
5247,4629
6361,3865
6175,6537
5002,5046
6615,4621
4611,4863
5619,4040
4415,7952
4370,3337
7133,5893
5252,3658
4050,5470
4206,5565
4829,4220
5181,3722
6749,4343
6370,5637
5896,4247
5418,4449
7313,5469
5562,4906
4901,6467
4407,6070
4322,4192
5621,5597
5014,5403
5274,4480
5338,6198
4850,5207
4601,4798
4815,5141
3957,5124
3595,3378
4418,4789
5160,6371
2734,4996
6578,7002
5393,2014
4979,4812
3372,5791
6164,3919
5353,4649
4968,4282
5198,5595
6466,5540
5701,5477
6469,5617
6007,5266
4365,4570
4444,6517
4694,5681
4394,3069
4491,6249
5626,4304
5565,5592
6446,4849
4934,5828
4083,6215
3940,6797
3597,4958
5255,3073
3723,4081
4883,4977
4917,5244
5247,4838
4307,5365
3448,7528
5023,5181
6938,4860
5077,3755
4212,5579
6335,5750
5544,3501
5616,5913
4794,6003
5667,5846
3822,3136
3955,5350
3715,4067
5810,3940
3764,5531
4885,3907
6032,6282
3509,5261
6090,6104
6131,5409
6723,3551
5091,5533
3901,5713
4362,5652
5685,3275
3349,5520
6815,5216
6831,3540
3376,4552
5141,3862
5527,6585
4307,3545
5379,5383
5559,5333
4750,3968
5141,6695
3960,6330
5241,4424
4450,4145
4310,4704
4470,6333
6600,4169
4344,5773
6750,4330
4459,6045
6037,5528
5273,5170
4569,4212
4801,6199
3185,6037
4996,5800
4193,6431
5144,4833
4956,6027
6525,4997
3628,5073
4481,5812
4668,3659
5422,5066
5893,5342
5095,6960
6725,3466
7420,3480
5061,3755
5716,3767
4199,3471
2525,6524
5845,4076
6325,3598
4793,6265
5974,2504
4567,4556
5807,5774
4571,4679
5409,5259
5060,5757
3606,6161
6997,5067
5695,5858
6046,3976
3876,5648
2590,4461
6810,3966
5313,4845
4940,4521
5526,5247
4458,4234
6345,5128
3670,4170
5296,4398
3771,4823
6011,4491
6137,2523
4650,4471
5252,4880
5042,3765
5963,5537
5912,3707
3612,5689
5393,5099
4097,5461
5278,5552
3343,5104
6477,4234
5724,3573
6582,3783
5928,4706
5412,3758
5010,4118
4729,3257
4304,4354
5275,4555
4591,3964
4786,4513
5469,3891
3344,4244
5534,5314
4427,5392
6223,3298
4267,5261
5671,5033
3207,5110
2251,5322
4941,5497
4451,4703
5775,5207
4068,2922
6128,5134
3909,4792
6465,4416
6910,5027
7186,5408
3969,4298
5387,5009
6791,6312
5509,3589
4840,5830
6907,3979
5992,4605
5107,5331
6821,3929
4996,4797
4887,4257
4007,5178
3539,4922
5574,5980
6244,5695
3088,4680
4704,6122
5212,4569
5192,4247
4598,4339
4216,4214
4949,5234
6834,4772
5108,4318
5247,5430
5921,3896
6066,3661
4027,4510
3366,5334
4310,3130
6060,4685
5275,6090
5925,5335
4352,6808
4322,5587
3813,5565
4461,3500
5617,4322
5780,6980
6475,4508
5022,5027
5780,5716
4132,3872
5625,6803
3426,5734
3402,5172
5469,4181
7347,4826
4390,6341
4093,4843
3547,4607
4696,3950
4978,6294
4894,5430
4462,5223
6895,5252
3935,4258
6174,3321
4503,5485
3838,5038
6027,4237
3429,5773
7314,5440
4538,3736
3791,4441
4825,5919
4325,5077
4664,4667
5689,2541
4149,5463
3103,5828
5570,5868
5742,4644
4663,5478
5851,6526
4949,3210
4224,4908
4449,4406
6412,4914
5335,4193
4226,4214
5759,4197
5142,4676
4886,5220
4760,5690
4530,4069
5700,4928
4476,4831
4764,6812
6046,4714
5186,4007
5422,5813
4454,4208
5536,4752
4986,3249
4556,5849
6477,3974
6351,4973
5647,4670
4830,4866
5382,5033
3794,4472
3298,5463
7923,4437
5715,3296
3008,6029
5590,3087
5176,4986
6112,4197
5850,6674
3968,7000
5521,3165
4738,4323
4653,6684
3326,4886
5298,5261
3878,6152
5084,5887
5578,2394
6123,6695
7638,4584
4522,3461
4558,2518
4135,3004
4974,3889
4750,4152
4566,4462
5811,3550
4109,6577
4974,4601
5961,5885
6152,3223
6017,3955
4885,4005
3019,5189
5456,4682
4407,2158
7095,4535
5363,4893
7372,6241
5793,5071
5216,4056
6104,5782
5584,4913
4461,5725
5137,3397
4479,4109
3825,3721
4438,6648
5654,1234
4771,3384
6637,3114
4398,6410
5447,5062
6003,3961
6553,5634
4346,5093
6001,4925
6387,5098
5881,5560
5888,4284
6180,4725
3735,5279
5481,6825
4872,4103
4288,4294
3832,7357
6565,5047
4626,6675
5975,5332
4310,5164
6858,5630
5588,5059
5175,4336
5202,4271
6133,4702
4494,3821
6981,4354
5786,3164
6670,2627
5692,5437
4357,4169
4427,6160
4995,4850
5696,4936
5412,4082
5841,4541
4378,5790
4751,6168
6123,3601
4115,5737
4478,3615
4388,4904
5265,3906
4545,4178
5689,4877
6074,3260
6085,5176
4074,4467
4309,4133
5008,4596
3414,5032
6277,4916
4309,5743
3816,5354
7233,3724
5178,4997
6853,4936
4761,6108
4530,4599
3749,4591
4612,5543
4605,3633
4684,3290
4898,4273
4523,5000
6510,5338
6064,4505
5179,4456
5025,5145
3987,3487
2374,5239
5733,5704
6025,5416
4945,3832
4964,4983
3959,5945
6096,5116
6099,3406
5216,5142
5056,5181
5568,3922
4055,4347
5262,3964
4949,5392
5365,6273
6211,3035
4307,5395
5626,4209
5867,6867
4176,7264
5868,5181
5378,5050
6261,3460
4213,5598
5189,4190
4860,4788
3926,7448
3821,5822
3214,3869
5860,5330
3846,6172
4739,4238
5062,5738
5084,4195
7394,5919
6306,4896
5513,3493
4014,4672
4659,4689
4147,3977
5904,5030
3843,6464
4378,5056
3768,5157
6338,3361
3939,4607
5543,5089
2946,3689
5617,3642
5282,4634
5229,4452
7128,4555
4052,5459
4369,5584
4934,4403
5403,5285
4693,6175
5477,5022
4294,5872
6828,5542
4167,2592
4186,3692
4458,4703
4154,5099
8096,5273
4900,5572
4710,3616
3711,3923
3057,5080
3420,5287
4016,4053
4447,4791
5661,4215
3252,6255
4760,5036
4311,4290
6610,5155
4880,5509
6734,5422
5528,5044
5082,6053
5989,3140
6382,5328
6951,3755
5108,6569
2865,4147
5259,4617
6524,5349
5783,3493
7212,5457
5288,5519
6728,3324
5462,4819
5081,4916
3697,4755
4788,4346
6796,5843
5159,5732
6499,4878
6725,4847
6236,5603
6516,5129
4993,3045
5471,5468
5866,4653
3302,4891
6165,5548
5678,4812
4384,5799
4337,4575
4640,5633
4186,5679
4533,4481
7073,6026
5164,4414
2136,3162
4194,5058
4193,5986
4727,5965
5705,5271
5254,4946
5453,5554
4751,7310
3549,4694
5793,5426
5282,5530
5194,4913
2643,5236
2928,5832
6366,4637
4089,5479
5464,4344
3897,4561
5476,4070
4975,5400
5782,4868
5356,5140
5925,4879
4372,4223
4340,4691
3937,3450
5651,4973
5484,5188
6366,5450
5987,3376
4093,4065
5000,5118
5573,6353
5485,6113
3509,6412
4622,5393
4838,5494
3867,5273
4460,6071
3917,5090
4967,5077
4971,4681
4759,4274
2388,5587
5946,4187
6575,5479
3884,4291
5492,3543
5347,7453
3499,5031
4835,3952
4948,6061
4350,4574
5859,5316
5177,3777
3872,6143
3963,7856
4105,3176
4488,5110
6321,4302
4063,6648
4918,4090
5438,4780
3639,5011
5085,6044
4943,4931
5661,4616
4795,4968
4484,4015
5491,4494
6058,4854
5486,6023
5160,4159
3406,6089
4583,6006
5153,4158
4563,4595
5519,5727
6909,4510
3226,5878
5159,3653
4444,4324
6068,4795
5129,2763
4406,6076
5578,3847
3555,4325
4452,5234
4100,4846
5903,6184
5129,4609
4298,3947
5928,4532
4956,5699
4248,4903
4209,5808
5307,5896
4939,4293
5236,4253
4821,5869
4523,5698
4584,5781
4840,4932
3914,2873
4889,4553
5161,4304
3663,6116
5391,5283
4738,3261
5525,4380
4626,4105
4766,3092
4124,6940
5176,5867
4697,6180
4287,5199
5183,4327
3825,4564
5186,6967
4692,5945
6889,4479
6358,4447
5030,5357
3913,4420
5992,4405
3903,4212
4360,6071
5857,4981
3735,4395
4308,6148
4316,5183
6128,6872
5919,5588
5739,6344
3870,3808
4654,4891
3058,4987
4988,4793
3754,6544
6385,5641
5056,5849
5758,5388
5012,3085
5627,5755
5203,5194
5694,5802
4040,5344
3869,4134
4484,3380
4763,4101
5360,5890
5774,4451
4974,6460
5808,5366
4801,7145
3582,3267
3824,4681
4974,4098
4564,5490
3777,4624
4349,3955
5376,5955
5210,5419
6355,5420
3959,4242
4981,5807
4387,5744
3208,6650
5269,5182
5571,3542
5351,3590
5135,5307
1604,4875
5549,7162
5889,5552
5006,6006
5529,6047
5753,4666
6689,3231
5363,4684
4511,4042
2871,6740
6360,4231
5940,6522
3744,4432
4622,6426
5088,5808
3633,5730
5093,5209
5551,4613
4881,4786
7440,4233
4691,3836
5461,5625
3198,3899
4058,5390
4588,4674
5328,3960
6053,4515
4761,5979
4291,5791
4872,2752
4949,6558
5342,4427
4263,6290
4058,5072
5757,3382
4202,6240
4692,5365
5615,4855
6062,6182
4302,6038
6198,4995
3933,4205
3319,4304
5161,4814
4531,4282
6826,6108
5603,3263
4507,5313
5803,4542
6032,5162
5064,4599
4480,3938
5280,3800
5699,5651
3913,5629
4085,6093
5928,4489
3865,3949
5703,4036
4665,5604
5479,5438
4465,5327
5923,6998
4502,4966
3963,5150
5126,4973
6708,3326
4407,5884
5060,6951
5056,4146
4238,4574
4252,6772
5550,5413
4804,3621
6907,2818
3510,3975
4840,4566
3550,6107
4819,4095
4135,4647
6167,7168
4218,4665
4633,5647
4292,5038
5210,4821
4057,5149
5016,3633
5948,4956
3990,4510
5120,7159
5689,6295
4423,4049
4854,5225
3725,5100
5815,4669
4143,5773
5365,5249
2906,5708
3709,4279
3773,3713
5995,4095
4917,5566
6383,5154
4688,4257
3976,6247
3689,6239
3828,3695
5662,5597
6526,5554
2779,4430
4658,5819
4857,6446
4341,5227
4012,4235
5453,5496
5354,3329
4800,3889
4855,4942
5891,5585
7567,3707
5030,4526
4672,6271
5358,3921
2365,4918
5956,4550
4629,5887
5762,3431
5415,5545
4189,5835
4879,3991
5740,4634
4151,5007
4759,6450
6091,4057
4963,5687
5443,6841
6266,6664
5238,4994
4572,2434
2595,4161
5067,4942
6426,4283
5807,5220
5000,4794
5966,6154
1192,4452
2893,5373
6444,6091
4523,5844
3176,5929
3689,5716
6049,4188
5356,4221
4380,4390
4687,6165
4967,4045
5532,3805
3373,5788
5352,4475
3654,3887
4367,5086
4431,5904
5315,5265
3937,5316
6567,3867
5272,6621
5946,3294
4536,4664
4332,4573
3754,4789
3391,5070
5540,4924
4390,4010
4614,4496
5579,5948
5012,5383
4986,5035
3826,5572
5188,6401
6112,5786
5758,4586
6160,4989
4576,3534
6446,5444
4831,5627
4788,3274
6626,4905
4623,3481
4623,2985
4396,4371
4441,3587
4771,3947
5069,3771
4452,5452
5676,6075
3314,4396
4575,3952
3750,4160
3438,4480
4979,5423
3781,6308
3595,5131
4583,4369
5825,4650
5969,5745
3880,4320
6914,5494
4087,4174
5159,4629
4471,6416
4701,4107
7313,4781
5022,5739
6131,5527
7110,4167
3390,3747
5838,7048
5618,4768
5212,6451
6539,5231
5636,4305
6306,7237
6418,3990
4494,4904
5056,5794
4182,5073
4785,5572
6403,3141
5264,5803
5605,5130
4457,4586
5814,6378
6182,4597
4690,4959
5636,6198
4257,4849
5408,5957
5325,5836
5797,6164
5529,5231
4851,3752
5938,4458
8169,6123
5493,3990
3712,4435
5849,4893
4242,5574
5328,3887
3097,4767
4548,4973
5039,5073
4617,6102
5325,5482
3556,3822
4463,6340
4288,4554
5418,6728
6182,4847
5959,3623
4976,5957
4234,6000
6381,7106
4504,5078
5340,5164
3153,3897
2753,4924
5559,2585
6462,4495
4514,4446
2591,7140
5707,5312
3738,5398
5377,6249
6571,6258
5121,4422
4930,5045
5008,4231
5597,5735
4670,4185
3522,4785
3479,5735
6258,4980
6875,6511
2821,4212
4257,5176
3873,5277
4652,5177
3750,4705
7396,4510
5449,4921
6082,6033
4231,5402
6669,5261
4037,4813
6291,6599
3264,3987
6664,3711
5062,5320
6277,3989
5640,3484
4948,4038
4619,4816
6677,4379
5712,3706
5195,4340
4981,4846
4445,4239
4728,4084
4084,4833
5276,4411
6949,4172
4216,4962
5986,6158
5207,7365
4922,6286
3196,4477
5897,3103
5977,4721
4669,6073
4671,3954
5563,5653
4584,3515
5588,6541
5305,6582
3574,4166
5356,5457
2940,4737
3682,4610
4357,4252
5635,5424
3862,5396
5131,5075
4540,4837
6243,3802
3852,4916
5730,4631
5165,5635
6566,5538
7641,6049
3895,7348
6231,4640
3262,4976
5812,4041
2540,6334
6406,5426
4257,4296
3967,5268
6025,6059
4869,4661
4526,6737
3574,4171
5604,4360
5349,4389
6356,3134
4678,6053
4841,4131
4038,5970
5450,5607
5682,5814
4120,6198
5718,4024
4651,6243
4424,5074
4311,6232
5797,7186
4737,4606
5237,7257
4450,6172
6937,4714
5974,4702
5816,4599
6635,4905
5121,4770
4676,5196
5159,4025
5121,4973
5802,5106
4442,4591
2753,4850
4744,6342
6046,3305
4778,5132
5185,4936
4226,4651
4437,3786
5242,5745
6502,4926
4478,5935
3162,3278
3594,3858
6696,4615
5518,5299
4829,4097
5722,6089
4369,5659
5074,5935
2428,6586
4785,5915
3892,6483
4855,4573
5492,3750
4907,4760
4814,4069
4764,3440
5719,4562
3817,7301
5947,2719
5205,4520
3411,4143
5267,5671
4147,6156
6089,5171
4250,6528
4848,6514
5099,6668
4197,6166
4052,3704
4882,5266
6510,5492
4182,5763
4695,5858
4093,5340
4054,3402
5732,3512
4008,6810
5717,3627
5617,3896
4131,5229
6832,6447
3649,5131
6425,5183
3057,3268
5369,6426
5341,5270
3458,7218
4149,3813
5620,4165
5405,5025
4257,3462
3521,6294
5574,5811
5252,3504
5461,6722
4562,5686
5948,5297
5327,4459
3984,6105
4453,3988
4170,6551
4921,3441
4319,5635
4404,4876
5271,5243
6065,4739
5832,4643
4655,5822
4704,6042
4548,3858
5373,5875
5810,4029
4418,5104
5640,3538
5500,5253
3638,6471
4546,4474
4933,4962
3453,6188
5836,5903
5094,4631
3641,5286
4592,2443
5166,4293
5518,4414
1917,5624
3298,5281
5798,5517
5801,7127
5291,5808
5059,4401
4172,5179
3989,3731
5214,4096
4734,6696
4834,3025
6253,4137
4437,5088
3907,5392
4994,4519
5513,5401
4222,5727
3831,4068
5240,5670
4323,3902
4069,5224
3012,3833
4017,6787
4953,6016
5791,4344
7337,5297
4290,2667
2097,5083
6625,4876
4948,5710
6339,5273
3410,4611
6674,4653
6392,5469
4800,4501
5992,6165
5566,4743
5983,7412
5587,5003
6216,6132
5928,5644
3229,3518
5183,4939
4602,5834
4306,5322
5102,4634
5215,5016
3828,3943
5543,4844
4090,3993
5768,4353
5718,4000
5179,4490
4796,5542
5332,5237
5232,5110
3875,4425
4465,4430
2532,4718
5654,4676
6742,3924
4900,4761
5744,5785
4272,3923
4445,6197
6128,6302
4570,6470
5393,6182
6298,4800
3267,4751
4769,2481
3936,4060
5646,5650
5793,4872
4312,3631
5638,5277
5279,4431
5500,5479
5790,4929
4597,4588
4004,4507
4841,5025
5091,5477
1765,3805
6994,5786
3704,5243
6333,6437
4285,6210
6118,7362
5395,5960
5309,4516
4718,4728
4526,4887
3792,5369
5598,5088
5616,2077
3208,4354
3999,3943
6007,4528
2927,4957
3699,4532
5067,5625
4340,5626
4495,4445
4695,5500
5645,3574
4101,5506
5219,4713
3312,3978
4966,4755
4818,4731
3763,7295
3567,4834
5377,4736
6604,3840
5124,5166
2051,5813
4014,4861
4370,4578
3657,4710
4677,5887
4053,4828
2954,8537
5269,5410
5418,5259
4433,4756
6792,3590
6329,3877
4812,6028
4760,6035
4765,6001
4868,5990
4817,6044
4830,6076
4747,6106
4838,5959
4825,5999
4791,6047
4794,5960
4692,5998
4800,5980
4800,5913
4808,6030
4801,5993
4889,6053
4844,5989
4824,5967
4793,6025
4857,6009
4826,5978
4886,5996
4756,5976
4774,6012
4777,5957
4793,5985
4743,6016
4827,6028
4756,5994
4779,6023
4852,5949
4742,5976
4780,5931
4716,5975
4801,6047
4860,6016
4845,6026
4813,6007
4735,5974
4782,6008
4756,6047
4817,6032
4858,5994
4858,6068
4794,5969
4773,6008
4775,5992
4877,5989
4725,5951
4794,6027
4758,6037
4785,6012
4768,5972
4847,5962
4753,5951
4857,6053
4775,6033
4803,5960
4753,5902
4758,5978
4806,6052
4775,5915
4788,5974
4800,5940
4828,5971
4841,5907
4828,6043
4851,6002
4749,5994
4876,5951
4769,5918
4773,6017
4865,6009
4803,6008
4904,5978
4805,5968
4771,6064
4793,6005
4853,5891
4794,5953
4848,6030
4870,6064
4730,6036
4811,5950
4822,6053
4844,5943
4737,5981
4784,6049
4861,5956
4853,6051
4905,5986
4780,6043
4734,6075
4807,5946
4723,5954
4817,5986
4751,5927
4700,5954
4784,6043
4799,5998
4846,6072
4814,6132
4766,5977
4717,5991
4787,5999
4641,5967
4808,6042
4813,6022
4769,5971
4841,5983
4790,5973
4803,6024
4821,5978
4753,6019
4701,5932
4838,6026
4764,6062
4856,6010
4777,5985
4836,5925
4741,6066
4758,5935
4802,5931
4779,6047
4788,6034
4764,5921
4826,6004
4774,6095
4834,5957
4773,6009
4866,5947
4764,5931
4837,5979
4746,6007
4740,6028
4827,6020
4744,6003
4742,5985
4768,6074
4776,6015
4825,5941
4799,5971
4749,6038
4680,6017
4840,6031
4778,5968
4824,6010
4746,5969
4881,6048
4780,5935
4851,6006
4794,5961
4787,6055
4811,5982
4831,6069
4756,6016
4853,5913
4743,5909
4823,5972
4863,5950
4808,5992
4847,6006
4774,5889
4837,6012
4905,6100
4807,5798
4911,5990
4853,5950
4901,5970
4820,5926
4797,6009
4843,6040
4824,6028
4814,5908
4762,6033
4832,6077
4918,5998
4799,6001
4749,5848
4849,6039
4770,6011
4824,6009
4773,5936
4810,5983
4766,6058
4819,5993
4712,5997
4785,6007
4834,6000
4837,5915
4702,5970
4690,5989
4822,5992
4819,6017
4776,6006
4805,6042
4840,6014
4741,5978
4841,5957
4775,6101
4783,5923
4735,6033
4735,6008
4826,6011
4887,5961
4854,6060
4773,5976
4754,6069
4790,5891
4827,5977
4820,5970
4746,6002
4772,6026
4861,5962
4812,5966
4730,6034
4730,5998
4785,6076
4781,5964
4743,5997
4897,5948
4746,6035
4904,5982
4858,6052
4821,6025
4748,6063
4760,6058
4775,5905
4873,6067
4777,5936
4838,5898
4745,6080
4701,5940
4797,6020
4759,5958
4730,6002
4814,5998
4775,6003
4894,5972
4762,6045
4841,6019
4744,5987
4855,5938
4772,5954
4795,5866
4820,5944
4780,5982
4844,5979
4798,6003
4831,6041
4849,5989
4725,5956
4878,6010
4808,5996
4720,6002
4738,6079
4827,5969
4730,6092
4787,5955
4765,5985
4789,6026
4840,6006
4828,6051
4749,6002
4896,6028
4802,5964
4897,6109
4896,6056
4864,6040
4751,6044
4736,5967
4820,5968
4942,6086
4673,6020
4839,6050
4894,5920
4793,5991
4776,6210
4808,5924
4748,6013
4765,6045
4788,6049
4789,5983
4825,5971
4793,6058
4835,6034
4758,5986
4738,6042
4785,6029
4786,6081
4850,6016
4828,6081
4820,6092
4720,5984
4846,6055
4829,5943
4802,6012
4772,6008
4776,5943
4777,5885
4819,5963
4720,6016
4725,5996
4904,6010
4739,5892
4792,6056
4851,5977
4818,5984
4713,6032
4785,5986
4790,5969
4745,6037
4838,6031
4853,6024
4789,5915
4773,5994
4793,5906
4741,5987
4826,6045
4778,6005
4885,6011
4843,6071
4841,6055
4808,5908
4748,6005
4697,5952
4724,5997
4926,6036
4786,5986
4797,6038
