x1,x2
1998,2245
2090,2395
3180,2122
3091,2436
3203,2166
3126,2101
3272,2081
2052,2329
1902,2052
2169,2399
3173,2052
3214,2114
2092,2418
2125,2351
2092,2271
1819,1926
3157,2148
1851,2098
3187,2199
2017,2267
1731,2160
3132,2050
3210,2643
1756,2227
1876,2157
1869,1977
2125,2345
1978,2636
1847,2440
2081,2348
3189,2109
1845,2446
3231,2550
3140,2633
1875,2263
2108,2471
1883,2584
2103,2311
2029,2346
3194,2129
3293,2173
3402,2646
2151,2287
1856,2203
3325,2592
1837,2451
3173,2197
2084,2391
3096,2541
3129,2152
3255,2601
2096,2411
3127,2527
1908,2689
1837,2528
1737,2550
3364,2577
3066,2602
1710,2031
1851,2089
2095,2351
3306,2556
2137,2369
3131,2607
3294,2710
3139,2565
1831,2503
1898,2524
2163,2365
1886,2083
3368,2482
2021,2492
1894,2603
1873,2565
2118,2345
1908,2461
2111,2292
3111,2142
3217,2067
1812,2616
2145,2383
2166,2319
1833,2455
2053,2305
3219,2110
3415,2505
3226,2112
3284,2064
2031,2376
1885,2647
3170,2149
1783,1950
3269,2142
2104,2323
3176,2133
1863,2675
3069,2456
2051,2252
1815,2522
1824,1920
1936,2223
1851,2477
1868,2599
1740,2527
3442,2656
3175,2073
3173,2802
1799,2154
3267,2546
3314,2033
3043,2401
1779,2079
1959,2558
1978,2120
3258,2149
1937,2690
1827,2197
3327,2522
3075,2624
1799,2582
1834,2563
1998,2417
1916,2516
3233,2156
3163,2090
3158,2058
1904,1938
2140,2382
3261,2125
3176,2096
3180,2448
2058,2355
3258,2220
1881,2473
3185,2548
1660,2452
1977,2201
2095,2373
3047,2799
3095,2681
1704,2594
1775,2418
2113,2266
1939,2618
1816,2164
3092,2711
1920,2727
3287,2635
1883,1904
1790,2543
1812,2484
3140,2610
3015,2662
1671,2590
3172,2146
1880,2216
1744,2575
2072,2418
1792,2557
2192,2344
2110,2251
3162,2723
1888,2617
1815,2452
3085,2383
1935,2435
3111,2176
1849,2101
2166,2290
3140,2119
1775,2532
1718,2662
1920,2158
3160,2586
1815,2652
2206,2322
3263,2588
3299,2405
2094,2302
1898,2567
3282,2217
1857,2509
1913,2680
1846,1999
1872,2620
3201,2149
2130,2431
3141,2184
3188,2115
1829,2543
1817,2458
1711,2616
1978,2058
1864,2178
3240,2663
1841,2531
1647,2524
3368,2536
1809,2556
1954,2123
1821,2166
3221,2631
1849,2542
3269,2160
2135,2297
2141,2287
1879,2453
3144,2571
3227,2080
3210,2110
1927,2097
1674,2122
2128,2398
2037,2037
2111,2224
1794,2188
3240,2060
2044,2422
1873,2196
3124,2093
2163,2394
3137,2468
1814,2134
3146,2122
2126,2400
1728,2059
2036,2387
2103,2455
2175,2403
1960,2495
3204,2163
3282,2064
2153,2324
3269,2139
2034,2346
1873,2545
2184,2242
2038,2031
3227,2670
2066,2348
2082,2348
3237,2127
3190,2122
3227,2077
1759,2045
2076,2369
2064,2381
3154,2577
3171,2087
1825,2114
3205,2094
1844,2107
1771,2580
3186,2202
3179,2176
1830,2231
2116,2289
3315,2588
1803,2801
3192,2139
1739,2238
3182,2570
1867,2592
1931,2175
2255,2334
1840,2542
2056,2415
1897,2574
3130,2014
1975,2395
1808,2554
1850,2270
3241,2117
1892,2550
3224,2120
3226,2089
3263,2721
1885,2107
3106,2600
1795,2209
3018,2526
1851,2371
2147,2306
1910,2571
2009,2417
1843,2331
1900,2198
3066,2262
1865,2569
1848,2542
3327,2536
1985,2514
3029,2560
3033,2522
1962,2138
3189,2182
3234,2539
1847,2118
3228,2082
3218,2522
2204,2450
1865,2507
1895,2091
2102,2351
3131,2663
2154,2296
3302,2609
1782,2565
1856,2076
3255,2097
1828,1961
1866,2457
3151,2138
1736,2609
3176,2103
1944,2166
2208,2355
3207,2421
1812,2491
3132,2564
1874,2070
3251,2534
2115,2297
3143,2640
3236,2174
1860,2520
1818,2170
1842,2580
3250,2621
1866,2431
1867,2651
3165,2586
3135,2579
3189,2149
3273,2649
2148,2478
1931,2170
3200,2179
3267,2472
3239,2113
1874,2622
3159,2129
1807,2231
3209,2107
3139,2122
1791,2025
3372,2693
2979,2511
3202,2166
2183,2412
2117,2357
1903,2434
1837,1970
1777,2267
1696,2042
2206,2417
1863,1927
2086,2395
1774,2532
1908,2458
1852,2539
3376,2593
2019,2172
2087,2385
1910,2559
1643,2171
3207,2142
2991,2442
2027,2459
1810,2258
1756,2562
3193,2011
2062,2388
2081,2365
3305,2532
1864,2659
2101,2399
3274,2577
3154,2635
1665,2333
1773,2239
1805,2089
3277,2539
3207,2745
2208,2346
3329,2524
3142,2116
3201,2184
3242,2475
1876,2078
1784,1930
3165,2191
1716,2627
3109,2403
2106,2462
1838,2014
1781,2583
3031,2565
1921,2410
1769,2517
1880,2570
2105,2382
3206,2093
3260,2097
1887,2495
1859,2184
1821,2582
3241,2588
3295,2153
2196,2393
3096,2707
1909,2105
1838,1949
1794,2591
2112,2253
3106,2623
1926,2530
3272,2753
1886,2056
1830,2457
3181,2754
1778,2583
3178,2110
1865,2341
3160,2174
1896,2497
3207,2116
1811,2022
1802,2573
1905,2686
3133,2141
1780,2390
2084,2333
3198,2650
3164,2127
1785,2657
3071,2454
1795,2224
3139,2125
2037,2358
2010,2358
2023,2360
3237,2210
1845,1999
3136,2624
1930,2072
3096,2653
3181,2045
3170,2434
3216,2612
2104,2378
3347,2567
1826,2577
1900,2226
1736,2596
1787,2547
2106,2395
1847,2147
3175,2146
1852,2489
1691,2176
3324,2162
2059,2289
2089,2341
1837,2213
1872,2538
3155,2645
3266,2160
2127,2389
1801,2190
2168,2486
3235,2515
3083,2574
3232,2197
1852,2437
3133,2689
3062,2536
1767,2410
1765,2524
3148,2610
3235,2136
1682,1985
3424,2581
1879,2144
1934,2631
1748,2292
2154,2318
3345,2663
1820,2559
3215,2050
1806,2312
3126,2549
3207,2092
1883,2100
2055,2364
3167,2186
3166,2089
3270,2111
3265,2222
3235,2242
1890,2627
3145,2055
3260,2074
2015,2150
3060,2643
3186,2529
1822,2524
2135,2443
3253,2691
2214,2389
3109,2234
3152,2168
3244,2196
3183,2091
3170,2118
1762,2366
3188,2718
3138,2102
3172,2582
1870,2458
1849,2333
3241,2469
2199,2427
2098,2427
2184,2453
1854,2661
2036,2352
1893,1898
1809,2553
3099,2689
1795,2451
1770,2537
1910,2634
1850,1973
3461,2537
3168,2110
3121,2615
3225,2053
1918,2500
2056,2374
2124,2321
3365,2417
3200,2593
3231,2696
1748,2594
3250,2141
1865,2592
3254,2181
3318,2149
1868,2678
2247,2285
1925,2375
1716,1984
3311,2704
3130,2184
1834,2064
1845,2599
1794,2096
1907,2574
3132,2550
3204,2166
3342,2593
3172,2051
1595,2047
1741,2682
1734,2485
3230,2045
3160,2571
1859,2625
1910,2539
1847,2459
2186,2422
3253,2164
1942,2074
2078,2307
1839,2093
2106,2441
2231,2393
1798,2069
1823,2564
2101,2354
2036,2318
3317,2507
3145,2748
1943,2541
1805,2481
1709,2195
1836,2207
1963,2455
1783,2599
1949,1952
3220,2109
3255,2608
3194,2149
1934,2091
1812,2535
1895,2103
1894,2614
3177,2233
3329,2556
2060,2304
2123,2279
2052,1941
2103,2320
1834,2507
3255,2132
2118,2386
2003,2721
2073,2385
1891,2574
2082,2441
3185,2688
1975,2630
1946,2507
1729,2094
1821,2580
1920,2037
2008,2572
3242,2652
1827,2145
1733,2528
2100,2441
1756,2024
3180,2510
3069,2413
2132,2384
1874,2243
1944,2611
3202,2473
1939,2612
3045,2557
3165,2034
1797,2188
1885,2542
1871,2082
2028,2319
3200,2170
1713,2528
1846,2552
2105,2422
2135,2373
3159,2109
2170,2356
1906,2286
1873,2638
2089,2396
1795,2638
2035,2443
1896,2196
3080,2448
3285,2569
3189,2087
3161,2152
1859,2649
3234,2034
1853,2123
2028,2067
3180,2136
3283,2745
2219,2354
1898,2281
3159,2444
3215,2529
2205,2509
1767,1960
1725,2019
1898,2647
3226,2548
1947,2515
1839,2444
1875,2083
3132,2615
1779,2622
1925,2132
3266,2437
2004,2112
1905,2555
3335,2473
3257,2115
1822,1997
3143,2524
3177,2074
1797,2532
3181,2148
3207,2601
1931,2216
1707,2615
3308,2629
1681,2067
2114,2272
2042,2456
3220,2034
1660,2498
3114,2141
2157,2412
3186,2447
2123,2406
3149,2002
1751,2071
2180,2325
3272,2621
3221,2182
3154,2237
3213,2099
2102,2282
1932,2585
3320,2606
3209,2257
3088,2653
2144,2478
3215,2107
1792,2468
3167,2128
2136,2382
3195,2229
1765,2061
2089,2267
1803,2201
3197,2460
3181,2577
2051,2295
1811,2505
3220,2106
1846,2457
1904,2586
1795,2543
1918,2563
1820,2545
3220,2525
1888,2085
2084,2387
1876,2623
2076,2306
1915,2605
2133,2331
1816,2525
1879,2055
2066,2315
2121,2284
1790,2625
3091,2514
3271,2581
3236,2102
1764,2262
2127,2376
1783,2536
1863,1995
3209,2178
1991,2334
1782,2236
3174,2536
3200,2729
1910,2275
2186,2494
3271,2526
1631,2052
1924,2586
3142,2499
2242,2323
3367,2641
1783,2131
1753,2203
1921,2084
1824,2597
1764,2606
1925,2444
2032,2383
3136,2126
1897,2535
2040,2334
1961,1999
1794,2268
1803,2213
1756,2106
3237,2561
3274,2034
1782,2005
1797,2095
2023,2503
3201,2155
2071,2438
3220,2167
3222,2741
1765,2108
3078,2531
3243,2591
2110,2520
2053,2260
3163,2674
1845,2662
