comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,comp_7,comp_8,comp_9,comp_10,labels
0.119793644,-0.040769602,0.014186595,-0.020803419,-0.002094664,0.005497192,0.023300264,-0.010159276,-0.004903672,-0.012980944,0
0.027614959,-0.016112839,0.008625754,-0.000626406,0.001119181,0.061770293,0.017528528,0.013380596,0.003628315,0.005264749,0
0.110001072,-0.059441897,0.023944914,-0.008210036,0.006085617,0.006644688,0.038373832,0.063160512,0.007104839,0.010580824,0
0.095472626,-0.002700171,-0.006129062,-0.019233959,-0.006270492,0.004894667,0.03433359,-0.022413008,-0.006213447,-0.005942984,0
0.094158684,-0.037067948,0.013680963,0.015963986,0.024942158,0.014248523,0.005158233,0.011728512,0.014818849,-0.015222501,0
0.229161162,-0.143401209,0.080976728,0.255986454,0.27862544,0.024240843,-0.039935168,-0.039678337,-0.084684392,0.033387039,0
0.114387321,-0.040233136,0.019104259,0.009808136,0.01806859,0.015287977,-0.020111906,-0.02736589,0.008097146,-0.031311536,0
0.131451984,-0.025555687,0.010435791,-0.032161674,-0.005875679,0.030822791,-0.056743305,-0.04476465,-0.012511911,-0.042817939,0
0.184862065,-0.110656369,0.045032052,0.026605804,0.031054708,0.129669565,0.080209282,0.131117271,0.039383282,-0.000920547,0
0.153870092,-0.012526721,-5.42E-05,0.168094639,0.095861685,0.025547515,-0.016919399,-0.038611982,-0.023119475,0.012877358,0
0.088857856,-0.02378137,0.007180113,-0.016506029,-0.005853419,-0.007895941,-0.002270148,0.014393451,-0.019403352,0.011035337,0
0.130509191,-0.04420817,0.019229507,0.025932339,0.033081597,-0.006269203,-0.007207573,0.030879665,-0.001048456,-0.010395158,0
0.136883614,-0.066449143,0.029613376,0.000981429,-0.010215196,0.038943202,-0.00089937,-0.02371593,0.005958627,0.01339957,0
0.122326056,-0.057117851,0.036499521,0.087930051,0.087964495,0.057693761,-0.055938848,-0.100091024,-0.034587123,0.002794709,0
0.131017767,-0.063980495,0.023008612,0.009115354,0.012282486,0.001743731,0.034340906,0.059797922,0.014861693,-0.014502878,0
0.093875944,-0.039963849,0.017065759,0.014129921,-0.018147376,0.058140525,-0.000436112,-0.03077359,0.021376665,-0.006152083,0
0.180525172,-0.076455453,0.031052598,0.026335989,0.023818395,0.005010972,0.000888877,0.053203523,0.02863092,-0.008169145,0
0.15696704,0.301470264,0.683655803,0.077805706,0.09736868,-0.041818253,-0.010066747,0.004870821,-0.011102855,0.017387975,0
0.088331897,-0.019849018,0.006708337,-0.03565484,-0.008531159,0.028350461,0.005054802,0.00270961,-0.020151274,0.013297532,0
0.102910061,-0.033070064,0.013358528,-0.005108202,0.006525419,0.012510822,-0.025526336,-0.002280713,0.002062196,-0.016107846,0
0.093437767,-0.0272965,0.009252594,-0.019681233,0.008998039,0.006222049,-0.011191188,-0.003181417,-0.00750419,-0.019241132,0
0.175873799,-0.055987373,0.019241943,-0.005400904,-0.035819705,-0.004324829,-0.034257004,-0.016124548,0.013002732,0.011786267,0
0.118387825,0.003209778,-0.006056527,0.021488314,-0.008832249,0.081751659,-0.03190129,-0.097957798,0.016306652,-0.005514064,0
0.143285698,-0.06205301,0.02444796,-0.00578266,-0.00602991,0.02769923,-0.027088309,-0.008722628,0.013543966,-0.010209697,0
0.174236401,-0.129360154,0.068256472,0.151052159,0.151209854,0.006063308,-0.041891885,-0.045199012,-0.04381255,0.022649441,0
0.171565322,-0.080717838,0.032569941,0.024508954,0.001715127,0.003468473,-0.014343068,0.023497158,0.012554494,-0.004077171,0
0.098158922,-0.010518161,0.000362524,0.025336033,-0.030471368,0.046314925,-0.015567897,-0.050622624,0.008040721,0.018224201,0
0.117310711,-0.053665546,0.023996922,0.09543909,0.077188534,-0.017943426,0.006601111,-0.040575257,-0.005061162,0.019362334,0
0.147808456,-0.051217852,0.015793457,-0.009929789,-0.010908087,0.016994871,0.03664436,-0.012841295,0.022010078,0.014840609,0
0.116012904,-0.064777541,0.02559618,0.001873789,-0.010311966,0.190619023,0.023829404,0.079405628,0.025737956,0.008630462,0
0.107349109,-0.043731246,0.017756855,-0.035043043,-0.038322465,0.120223152,-0.010447713,-0.048893402,0.004492235,0.023674375,0
0.196351615,-0.104182094,0.043182669,-0.023211809,-0.005337939,0.215451748,0.029474158,0.087728811,0.018929215,0.023568498,0
0.156504474,-0.055930377,0.02310494,-0.041628775,-0.034061449,0.152005408,-0.018859967,-0.029715067,0.015964386,0.005023006,0
0.142153266,-0.046290467,0.015471626,-0.037322292,-0.025782842,0.124332618,-0.000749263,-0.000366274,0.012763883,0.006403941,0
0.157755635,-0.073837929,0.031554637,0.045516248,0.070006005,-0.000329391,-0.025587907,-0.023049367,-0.031214757,0.008100586,0
0.156976731,-0.076542262,0.032868401,-0.011374108,-0.03181922,0.03822935,0.013232158,0.027937913,0.046593831,-0.019725561,0
0.111426963,-0.046342619,0.017406512,-0.021695657,-0.017133569,0.07492209,0.012502391,-0.017193329,0.037897214,0.00356386,0
0.148356325,-0.043010171,0.01495575,-0.023995502,-0.023269966,0.114043939,0.007002011,-0.001070559,0.01037046,0.011014815,0
0.131129227,-0.097955228,0.049489246,0.083523623,0.08065087,0.053509775,-0.015448409,-0.058617649,0.013739708,-0.012913211,0
0.120778142,-0.088746425,0.050161183,0.138146649,0.114399149,-0.006445938,-0.023302296,-0.057487442,-0.011496378,0.000587699,0
0.148582461,-0.062687361,0.028663242,0.019500174,0.027379154,-0.015556709,-0.008852587,0.029392648,0.002517424,-0.007889133,0
0.128223599,-0.048743807,0.026803109,0.137883145,0.111260192,0.017648585,-0.051234607,-0.119635353,-0.053878256,0.092153713,0
0.108921885,-0.021523444,0.004267103,-0.055487962,-0.020044293,0.097337456,0.00419877,-0.020746887,0.049160675,0.017597078,0
0.123633513,-0.03271481,0.008339371,-0.057088055,0.002957024,0.121106777,0.033221742,0.050330873,0.040491626,0.049865354,0
0.130875712,-0.048118147,0.021337134,0.082582874,0.046426112,0.038925604,-0.007175442,-0.079700054,-0.019869544,0.054156186,0
0.167465699,-0.091274771,0.04469249,0.099493126,0.101590309,-0.007639248,-0.050152087,-0.026555412,-0.028641672,0.004852427,0
0.13873936,-0.060544351,0.023592364,0.002375397,-0.015544256,-0.008502569,-0.008608348,0.00625601,0.015491566,-0.018301698,0
0.109805617,-0.016915108,0.0071152,-0.036154693,-0.040548458,0.076212187,-0.049340117,-0.102766567,0.002172885,-0.014881624,0
0.14936826,-0.076385686,0.030049427,-0.014391367,-0.027007864,0.055360353,0.044313586,0.020763568,0.045076451,-0.001890418,0
0.099941683,-0.03957232,0.016782521,0.042757459,0.022275475,0.028409234,-0.000770283,-0.057848995,-0.001180092,0.029584328,0
0.141260621,-0.069826622,0.03541891,0.124688911,0.125309233,-0.004725971,-0.039609165,-0.027507351,-0.035984853,0.016563457,0
0.094071274,-0.073335588,0.037667193,0.07923365,0.072421802,0.037523079,-0.010724657,-0.028774239,-0.019968316,0.027839527,0
0.114610486,-0.019345808,0.047637288,0.030220358,0.037396634,-0.007118885,-0.029723702,-0.002444576,-0.018286273,-0.007847439,0
0.145506256,-0.123977438,0.070003962,0.190996118,0.203847649,0.000233033,-0.077183162,-0.070475089,-0.059938568,0.031161005,0
0.104385451,-0.048702242,0.022834357,0.027583933,0.019288759,0.020057463,-0.003234904,-0.032221857,-0.015188514,0.031157155,0
0.132601319,-0.038653657,0.019049644,0.002364813,-0.003982638,0.0983166,-0.054978387,-0.095552796,0.005982909,-0.010408389,0
0.115343789,-0.067581774,0.035211328,0.10002711,0.068324641,0.029639231,-0.048308237,-0.074709288,-0.00527419,0.004438606,0
0.151018757,-0.053915042,0.023673428,0.038834947,0.033456896,0.102009409,0.010160357,-0.037368737,0.006497519,0.017734332,0
0.094910951,-0.009151373,0.004703457,-0.008751218,0.008170111,0.068304981,0.002640728,-0.004356206,-0.019452218,-0.011439479,0
0.117704546,-0.032363138,0.012606148,-0.026772074,-0.022483348,0.066830881,-0.019678215,-0.048825136,-0.027109749,0.041887329,0
0.194550138,-0.101734294,0.050116941,0.130203106,0.129388748,-0.024247178,-0.037538305,-0.009354658,-0.037499802,0.009830789,0
0.154241985,-0.046785176,0.020928581,-0.024456838,0.01099605,0.040738223,-0.011044681,-0.050096881,-0.012675648,0.000918433,0
0.142383603,-0.058243256,0.025911532,0.086295053,0.067100089,0.042473793,0.006132452,-0.04367723,0.017989192,-0.012773176,0
0.249416048,-0.107144568,0.054891171,0.123823681,0.12616473,-0.018053362,-0.023071385,0.023381744,-0.036230872,-0.006892341,0
0.108450359,-0.049581795,0.0244634,0.039094894,0.010316559,0.000760207,-0.00153196,-0.027752346,0.032208948,-0.036411341,0
0.131549063,-0.052841403,0.023177683,0.014759329,0.00275726,-0.003644575,-0.003846665,0.001878202,0.020226787,-0.013675138,0
0.124520264,-0.050157975,0.017041675,-0.031651166,-0.041974401,0.059174524,0.033426577,-0.022864192,0.049779547,0.006196883,0
0.128339786,-0.037927246,0.016710374,-0.018357944,-0.008283417,0.018009541,0.013787879,-0.017290157,0.00477726,-0.020600635,0
0.098826749,-0.040545857,0.017130313,-0.016510166,-0.031162331,0.054709031,-0.018955084,-0.014244601,0.005649477,-0.003145335,0
0.137311193,-0.071946203,0.038628443,0.055904785,0.070244899,0.019595557,-0.015866179,-0.027288313,-0.024265542,0.010956659,0
0.111742024,-0.057085319,0.020485733,-0.013945064,-0.007965298,0.003452811,0.061761734,0.036932072,0.008232871,0.011667297,0
0.123310348,-0.062495266,0.032340188,0.045376672,0.042737569,0.029504768,-0.042299868,-0.077226418,-0.001112448,-0.026247489,0
0.136689177,-0.019777957,-0.000221824,0.010752978,-0.007281207,0.016781684,0.01981827,-0.039580006,0.011894779,0.014281872,0
0.092982266,-0.022827933,0.010952941,0.010759961,-0.012534413,0.018473548,0.002739395,-0.039521518,0.008997717,-0.006631625,0
0.120604181,-0.061800926,0.039151971,0.132333273,0.132027649,0.048800784,-0.053953842,-0.092866066,-0.044358239,0.014770565,0
0.085367735,0.010990247,-0.005446535,-0.002863904,-0.010929885,0.033441091,-0.005009038,-0.033039226,-0.013127246,-0.009382236,0
0.15035495,-0.042392562,0.010030923,0.012229878,0.004897536,-0.005807822,0.015631539,0.039599177,0.005994514,-0.005427363,0
0.148486851,-0.0491154,0.023931549,0.079674113,0.044509715,0.006478655,-0.018307865,-0.060860965,-0.014094414,0.000142085,0
0.152889263,-0.06891994,0.038344805,0.109658092,0.068562698,-0.011498472,0.01226437,-0.002837509,-0.013471949,-0.017692429,0
0.082487758,-0.023217585,0.01283393,-0.011090193,0.006186388,0.027779579,-0.029535776,-0.027595132,-0.006491115,-0.017856595,0
0.065343925,-0.025720501,0.011545169,0.003841753,0.025671641,0.010051383,0.003570175,-0.014745321,-0.011703453,-0.001762526,0
0.119151726,0.082281159,-0.059463,0.107240315,-0.045002781,0.001753296,0.069320531,-0.016279584,0.049896078,-0.0410075,0
0.102680027,-0.031767911,0.017961977,0.000119252,0.014078091,0.0493416,0.001378387,-0.030732308,-0.003840491,-0.004574367,0
0.124719191,-0.104107152,0.055450618,0.112599256,0.126161232,0.0089759,-0.012117625,0.012634157,-0.027700939,0.015014036,0
0.084678595,-0.040071655,0.014393621,-0.004997154,-0.009402013,-0.017854308,0.005975314,0.02443871,0.01479911,-0.009627734,0
0.172837385,-0.10730753,0.044284003,0.023390869,0.016960194,-0.016311281,0.026021548,0.082934232,0.02324025,-0.015454127,0
0.194286173,-0.111279527,0.053278598,0.053174993,0.042146461,-0.032914048,0.038685161,0.049881248,0.024469797,-0.015700438,0
0.203910464,-0.143376542,0.06274102,0.068149807,0.054380213,-0.047884019,0.028272476,0.068097364,0.014865746,0.002209923,0
0.145395414,-0.052729445,0.013948044,-0.00675065,0.00432079,0.015477294,0.04017877,0.071304598,0.010351398,0.007683824,0
0.062719817,-0.033267301,0.016720241,-0.003869841,-0.007647625,0.029805818,-0.00024539,-0.003510163,0.009805695,-0.010051953,0
0.257188345,-0.151246988,0.063544552,0.061918403,0.066482132,-0.055198287,0.024486526,0.088502077,0.002162547,-0.005547729,0
0.110447076,-0.057952613,0.029261408,0.105781448,0.103267142,-0.007289422,-0.040782584,-0.019665437,-0.029944905,0.044987795,0
0.11464987,-0.060574398,0.025066342,-0.015512674,-0.005338232,0.043801381,0.022968857,0.043923461,0.00978347,0.005943054,0
0.063525411,-0.031063576,0.014309177,-0.001043723,-0.005674632,0.050471147,0.010068478,0.011645164,0.005884279,-0.004185889,0
0.140837001,-0.07031767,0.027470494,0.01092575,-0.028914211,-0.004421711,0.024933702,0.035574415,0.046949648,-0.040374753,0
0.147290884,-0.056477596,0.030700164,0.108541198,0.131033253,0.053101106,0.029130931,-0.00564108,-0.059752823,0.035762021,0
0.075786453,-0.019705873,0.004632031,-0.023422691,0.005942485,0.015586163,-0.017510543,0.007651626,-0.005615306,-0.014140039,0
0.157292129,-0.076186059,0.03502523,0.09520073,0.070969746,-0.005575607,-0.008235499,-0.043051212,0.015264186,-0.037896072,0
0.113071899,-0.079739085,0.041064325,0.102477231,0.096634708,-0.011382947,-0.012979022,-0.015036283,-0.026058392,0.009264174,0
0.095501709,-0.069559517,0.037293422,0.084266766,0.099746606,0.005822927,0.00035125,-0.006703286,-0.039921629,0.012456717,0
0.13162008,0.01997813,-0.01335579,-0.052396215,0.043206273,0.044809039,0.003567526,-0.014579396,-0.055937665,0.001202633,0
0.138799754,-0.036619197,0.012188364,-0.009332288,-0.001004473,-0.025101644,0.081401804,0.000341094,-0.00741104,-0.058317849,0
0.15717795,-0.101485628,0.045467762,0.062271701,0.053646744,-0.027108342,0.013758821,0.010670305,-0.007551418,0.004656914,0
0.070293554,-0.020519001,0.007644753,-0.023888817,-0.005779707,0.045574044,0.00066788,-0.025085106,-0.004810761,0.023372041,0
0.115174118,-0.059906242,0.027239088,0.001971301,-0.003198702,0.037206396,0.02222799,-0.038529648,0.013249809,0.006419052,0
0.226117382,-0.181833248,0.098832131,0.261521536,0.31075516,0.004013322,-0.077996883,-0.023266487,-0.088105603,0.041011792,0
0.196270945,-0.081723184,0.030857215,0.032259188,0.03211737,0.00685171,0.016553948,0.044096288,-0.011189967,0.013980176,0
0.052542468,-0.026266522,0.012086126,0.000401228,0.007458602,0.03540008,0.020366553,0.023415017,0.003772986,0.000907148,0
0.114423498,-0.02581943,0.01076747,0.032502995,0.017034414,0.01512706,-0.002549411,-0.003306029,-0.004190465,-0.003485249,0
0.07916532,0.013976452,-0.012464415,-0.011257854,-0.010326678,0.024355359,0.001527957,-0.034008403,-0.004394117,0.002367423,0
0.12378073,-0.039544465,0.013091917,0.002685123,-0.018918054,0.058674737,0.004078226,-0.042417721,0.010892787,0.015010024,0
0.124173218,-0.046546181,0.018727237,0.002850256,-0.005042036,-0.005544501,0.025585188,-0.001582676,0.007015306,-0.003477914,0
0.213657873,-0.149797914,0.078906578,0.191743151,0.209740459,0.003043333,-0.026889986,-0.057899004,-0.040532831,0.020204738,0
0.135173184,-0.097152746,0.050344619,0.09247753,0.12299366,0.058854867,0.002672019,0.048971144,-0.020204984,0.019373962,0
0.148595253,-0.090412069,0.046097312,0.081551483,0.070625027,0.023751015,-0.028642099,-0.013786129,-0.000847623,-0.011714889,0
0.04580654,-0.008652323,0.001034197,-0.004231332,0.00858226,0.014589166,0.017575104,-0.001858424,0.002670481,-0.014737472,0
0.108819048,-0.062651043,0.028172693,0.049646814,0.03755355,-0.015254051,-0.0059764,-0.013793538,0.007686142,-0.013918861,0
0.072951054,-0.061533595,0.033771172,0.09301171,0.089958334,0.011237457,-0.030227897,-0.060508044,-0.004653631,-0.018114325,0
0.077277994,-0.053743287,0.03060984,0.070985477,0.07888186,0.018852268,-0.013758156,-0.029340379,-0.009790363,-0.014560133,0
0.142606409,-0.102940432,0.051932532,0.114523018,0.105155247,-0.004455824,-0.000235869,-0.010545287,-0.008047778,0.001622759,0
0.126343953,-0.086560845,0.042950491,0.087025358,0.098149763,0.001071066,-0.020751567,-0.015644183,-0.008479027,-0.015053357,0
0.198061217,-0.080816696,0.031498779,0.060520566,0.067906821,-0.024237428,-0.025069959,0.016761116,-0.021192259,-0.010862088,0
0.114778195,-0.059446424,0.028812162,0.056530957,0.077966576,0.00760858,-0.003893475,-0.000805853,0.001972414,-0.016061224,0
0.159754925,-0.057202205,0.024279879,0.11706284,0.10875654,0.016388547,-0.015995971,-0.002756937,-0.027558558,0.030900432,0
0.090575141,-0.045656797,0.018666638,0.008363146,-0.005048311,0.01502341,0.008071721,0.002605765,0.000492899,0.024241225,0
0.125824041,-0.064179933,0.028046466,0.004436419,0.013321487,0.014963228,-0.002244797,0.012681215,0.007718338,-0.009194888,0
0.129671691,-0.062412709,0.03078348,0.037658741,0.051034185,0.017942409,-0.026193246,-0.021978783,0.000193157,-0.017504115,0
0.137616877,-0.069498935,0.029974909,0.019861072,0.01525987,-0.00217317,0.005702521,0.002287399,0.020244628,-0.015600396,0
0.103349523,-0.044291692,0.018528256,-0.002511875,-0.007619478,-0.001846132,-0.010002336,-0.002863879,0.019030309,-0.016866682,0
0.130429444,-0.072074929,0.031476536,0.050621545,0.027086043,-0.029246502,0.036110172,-0.01902439,0.035950095,-0.034332433,0
0.083815014,-0.032677411,0.019568985,-0.003545157,-0.003559844,0.047485231,-0.011662671,-0.051217725,0.009555092,-0.01975149,0
0.09123994,-0.046645775,0.025888052,0.032513115,0.045458459,0.030049746,-0.023142689,-0.032202972,-0.006776273,-0.017409463,0
0.103384831,-0.033436584,0.021163072,0.036872251,0.052114167,0.018492989,-0.033898165,-0.034501706,-0.032211149,-0.003077826,0
0.103680084,-0.064234662,0.036949103,0.069514608,0.056835718,0.036245591,-0.066002256,-0.094793673,-0.017443726,-0.000158745,0
0.127082931,-0.054429692,0.023594603,0.011583512,0.00432994,0.01463962,0.001898003,-0.010323289,0.003867008,-0.016067643,0
0.066294941,-0.028201367,0.012267009,0.012192489,-0.003625736,-0.020641218,-0.003767876,0.014016982,0.010707858,-0.01017672,0
0.104931744,-0.054510155,0.029766974,0.037592623,0.034351426,0.021498712,-0.007753637,-0.065284276,0.036023091,-0.045835359,0
0.095413591,-0.020557564,0.009870295,0.039377186,0.013973337,0.028640343,-0.048058369,-0.074326351,-0.01307473,-0.002260013,0
0.085540338,-0.042111782,0.023546287,0.030469926,0.02986092,0.028403487,-0.038478804,-0.051881605,-0.00309264,-0.001217444,0
0.093249773,-0.033971454,0.012016388,-0.012725763,-0.008661647,0.015233673,-0.026214297,-0.005181928,0.003642517,-0.012539862,0
0.084098098,-0.022506876,0.00753168,-0.028468231,-0.006909281,0.020256755,0.008132488,0.005356805,-0.017514468,0.01558584,0
0.194452132,-0.104296674,0.043867484,0.06749328,0.040413178,-0.028413,0.037817003,0.024490636,0.010034352,-0.003272637,0
0.090698582,-0.028924601,0.013068014,-0.019697979,0.000869886,0.040012579,0.003676088,0.003228911,-0.00805974,0.009017416,0
0.128400052,-0.082487323,0.039385678,0.045517306,0.038752063,0.021924475,0.032722648,-0.0050931,0.004288833,0.003739195,0
0.091334469,-0.023861932,0.011126851,0.033126295,0.033339992,0.018692549,-0.026845157,-0.043178937,-0.012249379,-0.000693335,0
0.120945129,-0.07503101,0.037673372,0.058383273,0.040962911,0.012485097,-0.005405425,-0.023111203,0.005668201,0.001867807,0
0.122002955,0.008881783,-0.009226648,0.18624986,0.090519137,0.028665576,0.007799348,-0.043269674,-0.026136592,0.048548686,0
0.079404467,-0.031386094,0.014200972,0.007543656,0.031747452,0.013318584,0.005382419,-0.00703684,-0.006063127,-0.014222124,0
0.152645691,-0.091063593,0.042954816,0.066771695,0.053026535,-0.014033194,0.00658254,-0.016160075,0.012996634,-0.019367925,0
0.143318946,-0.096455293,0.054000929,0.112500375,0.112317381,0.028108622,-0.041043549,-0.075202222,-0.047919172,0.057412954,0
0.116961641,-0.045072082,0.018897161,0.029254121,0.006339354,0.002733069,0.003837234,-0.01944541,0.021452788,-0.013116614,0
0.115297411,-0.048400088,0.022686676,0.011365509,0.038021686,0.021574211,0.004607962,0.015282195,0.005371889,-0.013483785,0
0.171185636,-0.069334437,0.026638414,0.055215851,0.024116036,0.003930678,0.053043799,-0.013295993,0.052162931,-0.035447693,0
0.149142876,-0.087166026,0.038007823,0.048249266,0.045367045,0.000215327,-0.014875284,0.000971479,-0.00526968,-0.001548197,0
0.171561789,-0.058033171,0.020602711,0.004624841,0.01382,-0.016102452,-0.002269613,0.017187724,0.001541346,-0.024537864,0
0.213654401,-0.055200823,0.015552597,0.059427698,0.062428805,-0.00574289,0.020568983,0.047764525,-0.007836101,-0.022881277,0
0.136988316,-0.074933295,0.029485528,0.006656339,0.032624835,0.195301346,0.049231337,0.126706847,0.019754109,0.002613114,0
0.090611446,-0.006913006,-0.003630877,0.010654335,0.02167333,-0.015651025,0.006376733,0.012166215,-0.00774984,-0.019826434,0
0.187378205,-0.056535715,0.017825921,0.027810638,0.04966333,-0.014564954,-0.019593925,0.011139277,-0.018972712,-0.015197677,0
0.258983428,-0.185444078,0.099526992,0.235360574,0.286156377,0.008242325,-0.075370478,-0.006989476,-0.074092811,0.042541145,0
0.095915075,-0.016500847,0.004354928,0.016956329,-0.006030069,0.017581843,0.001365973,-0.035815732,-0.016668032,0.03701678,0
0.12009335,-0.026921648,0.009636103,0.030519753,-1.77E-05,0.064971592,-0.005953799,-0.051190718,0.007714529,0.034822825,0
0.126517735,-0.062228372,0.029930398,0.112007585,0.08502333,0.017173635,-0.011526057,-0.076141938,-0.023760518,0.040035966,0
0.114456061,-0.055072768,0.028636904,0.110224941,0.090964805,0.019091458,-0.03850439,-0.074243083,-0.03530429,0.034009518,0
0.148077775,-0.047183205,0.01937008,0.08053339,0.042399387,-0.008927858,-0.048863882,-0.065162845,-0.019249837,0.035434757,0
0.112357532,-0.00039342,-0.007919505,0.004341144,-0.015304546,0.002790293,-0.01871375,-0.040864807,-0.022234311,0.051865134,0
0.128827924,-0.035076678,0.012265212,0.033665846,0.01676697,0.00016378,-0.026384863,-0.047605429,-0.002386707,0.023363581,0
0.188910548,-0.102184796,0.047657116,0.096142924,0.109191586,0.041541437,0.032448553,0.027895124,-0.020309485,0.01529904,0
0.111566159,0.031928075,-0.021665776,0.028567909,-0.025685311,0.026885816,-0.009255059,-0.092159277,-0.006587213,0.056335592,0
0.155341472,-0.096966062,0.04751936,0.083971082,0.061601538,-0.013960858,0.009275157,-0.009231142,0.027638235,-0.030900323,0
0.15878674,-0.087811364,0.036257061,0.037433587,0.030249726,-0.014406764,0.034464593,0.008062854,0.05296966,-0.054099309,0
0.175486085,-0.079161884,0.030636004,-0.012478287,-0.020846203,0.008723724,0.021005107,0.047231006,0.047080235,-0.017180296,0
0.301204669,-0.162642306,0.099113501,0.239126324,0.224577193,-0.023025429,0.010512624,-0.046062397,-0.04256585,-0.009882995,0
0.152833083,-0.087116731,0.039358346,0.072359999,0.084652233,-0.003002952,0.039710429,0.024532217,-0.011640816,-0.004490608,0
0.192234173,0.037735989,-0.027109264,-0.01698615,0.025350382,0.051782639,-0.008641096,-0.086477024,-0.039038624,-0.055515797,0
0.110330084,0.003731736,-0.006043193,0.075564581,0.054841147,0.017379619,-0.02873244,-0.079755454,-0.025899433,0.009179427,0
0.11563592,-0.077770797,0.039686964,0.111064811,0.120214611,-0.033643383,-0.036688296,-0.004454404,-0.039569464,0.027148351,0
0.076421162,-0.025692825,0.011371213,-0.012572742,-0.007567654,0.064112568,-0.010508431,-0.036276686,-0.001717487,0.031885192,0
0.254536819,-0.154785802,0.079915851,0.160753057,0.175078285,-0.018147902,-0.015635972,0.039507686,-0.058792766,0.004652942,0
